"id_org","org_name","id","stat","requester","date","subject","descript","tag"
"436017248","","1292","closed","2355435777",2015-10-27,"comentarios que sugieren atención a un recurso de datos","Estimado Administrador de Datos\n\nHemos recibido comentarios que sugieren atención al recurso de datos que le remito en la siguiente liga","null"
"436017248","","646","closed","1243858777",2015-09-18,"Seguimiento de llamada","Buen día\nPara dar seguimiento a las dudas que consulté por teléfono acerca de las fechas de publicación y periodicidad de los  conjuntos de datos en el Plan de Apertura.\nSaludos.\n\n\nLic. Oliab Herrera Coria\nEstrategia de Gobierno Abierto\nUTIC – SCT\nAv. Insurgentes Sur 1089 Piso 9\nCol. Nochebuena, Del. Benito Juárez\nC.P.03720 México, D.F.\nTel 5723-9300  Ext. 34541\n[Descripción","soporte"
"453195847","Instituto Mexicano del Petróleo","1771","closed","1263005007",2015-12-16,"Datos Abiertos","Mtra. Ania Calderón Mariscal\nDirectora General de Datos Abiertos\nCoordinación de Estrategia Digital Nacional\nPresidencia de la República\n\n\nA fin de dar cumplimiento a lo establecido en el Decreto que establece la regulación en materia de Datos Abiertos   y a las etapas  3. Perfecciona","comunicación"
"453195847","Instituto Mexicano del Petróleo","327","closed","1263005337",2015-08-28,"Consulta llenado plantilla del plan de apertura","Estimado Andrés Gómez Urquiza\nCEDN | Escuadrón de Datos\nPresidencia de la República\n\nCon relación a la actividad 1.3 Priorizar los datos de valor y en específico al llenado de la plantilla del plan de apertura solcito su amable apoyo para que por favor nos indique exactamente a qué se refiere la columna de “Visión institucional de datos abiertos” y s existe una guía detallada para su requisitado.\n\nAsí mismo , agradeceré me indiquen, en caso de que fuera necesario para el IMP, si es factible eliminar un conjunto del Inventario Institucional de Datos.\n\nSaludos cordiales\n\n[cid","inventario"
"453195847","Instituto Mexicano del Petróleo","1396","closed","1263005297",2015-11-05,"Logotipo IMP Instituto Mexicano del Petróleo","Es un placer saludarlos\n\nPor medio de la presente nos comunicamos  del Instituto Mexicano del Petróleo, solicitando de su apoyo para que sea incorporado el logotipo del Instituto Mexicano del Petróleo (IMP) y se muestre en datos.gob.mx.\n\nSe anexa a este correo el logotipo mencionado en formatos .jpg  .png\n\nLa publicación de los datos del  Instituto Mexicano del Petróleo se llevó a cabo el 26 de octubre 2015 número de referencia IMP-1445889005\n\n[cid","administrador_de_datos"
"453195847","Instituto Mexicano del Petróleo","236","closed","1263005007",2015-08-27,"Inventario  Institucional de Datos del IMP  y Minuta de la sesión del Grupo de Trabajo","Mtra. Ania Calderón Mariscal\nDirectora General de Datos Abiertos\nCoordinación de Estrategia Digital Nacional\nPresidencia de la República\n\nA fin de dar cumplimiento a lo establecido en el Decreto que establece la regulación en materia de Datos Abiertos publicado en el Diario Oficial de la Federación (DOF) el 20 de febrero de 2015 y a la actividad 1.2 de la Guía de Implementación de la Política de Datos Abiertos publicada en el DOF el 18 de junio de 2015, me permito remitir los siguientes archivos","enlace"
"453195847","Instituto Mexicano del Petróleo","239","closed","1263005007",2015-08-27,"Inventario de Datos Abiertos IMP","Mtra. Ania Calderón Mariscal\nDirectora General de Datos Abiertos\nCoordinación de Estrategia Digital Nacional\nPresidencia de la República\n\nA fin de dar cumplimiento a lo establecido en el Decreto que establece la regulación en materia de Datos Abiertos publicado en el Diario Oficial de la Federación (DOF) el 20 de febrero de 2015 y a la actividad 1.2 de la Guía de Implementación de la Política de Datos Abiertos publicada en el DOF el 18 de junio de 2015, me permito remitir los siguientes archivos","inventario"
"453195847","Instituto Mexicano del Petróleo","1770","closed","1263005337",2015-12-16,"Consulta","Buenos días\n\nEstoy intentando subir el inventario actualizado con las recomendaciones para la etapa 3 pero no me lo permite, me manda el siguiente error, por favor podrían indicarme si hay otra forma de hacerlo,\nEl personal de tecnologías de la información del Instituto me indica que es un error de la página de adela\n\n[cid","closed_by_merge"
"453195847","Instituto Mexicano del Petróleo","1397","closed","1263005297",2015-11-05,"Logotipo IMP Instituto Mexicano del Petróleo","Es un placer saludarlos\n\nPor medio de la presente nos comunicamos  del Instituto Mexicano del Petróleo, solicitando de su apoyo para que sea incorporado el logotipo del Instituto Mexicano del Petróleo (IMP) y se muestre en datos.gob.mx.\n\nSe anexa a este correo el logotipo mencionado en formatos .jpg  .png\n\nLa publicación de los datos del  Instituto Mexicano del Petróleo se llevó a cabo el 26 de octubre 2015 número de referencia IMP-1445889005\n\n[cid","administrador_de_datos"
"453195847","Instituto Mexicano del Petróleo","839","closed","1263005007",2015-09-25,"Plan de Apertura Institucional IMP","Mtra. Ania Calderón Mariscal\nDirectora General de Datos Abiertos\nCoordinación de Estrategia Digital Nacional\nPresidencia de la República\nPresente\nCon relación al Inventario Institucional de Datos Abiertos del Instituto Mexicano del Petróleo que previamente nos habían validado, le informo que derivado de un análisis efectuado por las áreas generadoras, el Grupo de Trabajo Institucional de Datos Abiertos del IMP tomó el acuerdo de modificarlo. La modificación consiste en la eliminación de tres recursos","enlace"
"453569657","Instituto de Investigaciones Dr. José María Luis Mora","1062","closed","1263815517",2015-10-19,"Soporte remoto","Buen día\nEl día viernes realice una actualización a mi archivo DCAT y se publicó correctamente en ADELA, pero en la página de datos abiertos, no se ve aún reflejado los cambios.\n\nEspero puedan ayudarme, anexo mi archivo.\n\nSaludos.\n\n[cid","adela"
"453569657","Instituto de Investigaciones Dr. José María Luis Mora","1688","open","1263815517",2015-12-09,"Usuario del Enlace de Comunicación Digital de la Institución","Buen día\n\nSolicito su gentil apoyo para que por favor puedan enviarnos el usuario y contraseña del Enlace de Comunicación Digital de la Institución para realizar la resolución de la encuesta de la OCDE.\n\nQuedo atento a su respuesta.\n\nSaludos cordiales.\n\n[cid","demografía"
"453569657","Instituto de Investigaciones Dr. José María Luis Mora","957","closed","1263815517",2015-10-09,"Publicación de datos abiertos y archivo DCAT","Buen día\n\nEl día de hoy empezamos a trabajar con el archivo DCAT para hoy cumplir con el primer conjunto de datos según nuestro plan de apertura, el problema es que al momento de cargar el archivo a la plataforma ADELA, esta me marca un error de archivo no válido, ya me asegure que el formato del archivo sea el correcto y que la columnas sean como las de la plantilla, pero sigue pasando lo mismo.\n\nEspero puedan ayudarme antes del webinario del lunes, ya que el día de hoy debemos subir este primer conjunto de datos, anexo nuestro archivo DCAT.\n\nDe antemano agradezco su apoyo.\n\nSaludos Cordiales.\n[cid","adela"
"453569657","Instituto de Investigaciones Dr. José María Luis Mora","1139","closed","1263815517",2015-10-21,"Error al publicar mis conjuntos de datos","Buen día\nTengo un problema al querer publicar algunos conjuntos de datos ya que me aparece un mensaje de que algo salió mal (anexo screenshot).\n\n[cid","demografía"
"453569657","Instituto de Investigaciones Dr. José María Luis Mora","252","closed","1263815517",2015-08-27,"RV","Buenas tardes\n\n\nEn seguimiento a la Estrategia de Apoyo y Acompañamiento de la Política de Datos Abiertos me permito anexar los documentos entregables del Instituto de Investigaciones Dr. José María Luis Mora, estos documentos consisten en","inventario"
"453569657","Instituto de Investigaciones Dr. José María Luis Mora","628","closed","1263815517",2015-09-17,"Duda sobre validación de inventario institucional","Buen día\n\nAnexo encontraran la imagen en donde se verificó nuestro inventario institucional, nuestra duda radica en si se hará alguna validación extra, en dónde nos mencionen si lo que nosotros consideramos en los conjunto de datos en nuestro inventario institucional son correctos, o, con la verificación que nos hicieron anteriormente ya se encuentra aprobado en ese aspecto nuestro inventario institucional.\n[cid","inventario"
"453569657","Instituto de Investigaciones Dr. José María Luis Mora","1353","closed","1263815517",2015-10-30,"Borrar dos conjuntos de datos duplicados","Buen día\nRevisando la página de datos.gob, me percaté de que dos conjuntos de datos que publicamos están duplicados (“Estructura Orgánica” y “Contratos de Adquisiciones, Arrendamientos y Servicios”), por lo cual solicito su asesoría para eliminar los archivos que se encuentran duplicados. Así mismo solicito su ayuda para actualizar mis conjuntos de datos, ya que el conjunto de “Acervo bibliotecario” se modificó el link, pero en el portal mencionado anteriormente no se refleja dicha actualización.\n\nDe antemano agradezco su apoyo.\n\nSaludos.\n\n[cid","demografía"
"453569657","Instituto de Investigaciones Dr. José María Luis Mora","1031","closed","1263815517",2015-10-14,"Archivo DCAT","Buen día\nTengo una duda con respecto a la actualización de mi archivo DCAT (anexo el archivo), el día de hoy agregué 3 conjuntos y modifiqué uno que ya se tenía, el archivo se cargó correctamente a la plataforma de ADELA y en la cual se registraron las actividades hechas (anexo imagen), pero en la plataforma de Datos Abiertos aún no me aparecen los conjuntos de datos publicados. ¿Pueden ayudarme a ver qué es lo que pasa?).\n\n[cid","adela"
"453569657","Instituto de Investigaciones Dr. José María Luis Mora","1272","closed","1263815517",2015-10-27,"Publicación de conjuntos de datos","Buena noche\nTengo un problema al querer publicar algunos conjuntos de datos ya que aparentemente realice una actualización en mi catálogo de datos, pero aún no se ve reflejado en el portal de datos abiertos,  el número de comprobante es el siguiente “IM-1445911721”.\n\nDe antemano gracias por su apoyo.\n\nSaludos cordiales\n\n[cid","demografía"
"453569657","Instituto de Investigaciones Dr. José María Luis Mora","151","closed","1249923818",2015-08-24,"CONSULTA","Buenas tardes\n\nLos Órganos Internos de Control (OIC), capturan diversa información en los sistemas de la Secretaría de la Función Pública; consulta, tendríamos que elaborar los OIC una base de datos o la está elaborando la propia Secretaría, por ser la administradora de esa información y de los sistemas.\n\nDe antemano gracias por su respuesta.\n\nReciban saludos cordiales.\n\nA t e n t a m e n t e.\n\n\n______________________________________\nIng. Carlos Ladrón de Guevara Rivero\nTITULAR DEL ÓRGANO INTERNO DE CONTROL EN EL\nINSTITUTO DE INVESTIGACIONES DR. JOSÉ MARÍA LUIS MORA\nTel (55) 5534-1581 ext 2230 y 2231  cldeguevara@mora.edu.mx\nhttp","support_remote"
"453607747","Secretaría de Turismo","1705","closed","3374498327",2015-12-10,"Publicacion del Video de los puntos 2.3 en Youtube","Escuadrón\n\nMe pueden enviar el link de la presentación en youtube del punto 2.3 publicación de los archivos dcat\n\nGracias","economía"
"453607747","Secretaría de Turismo","1096","closed","1276114697",2015-10-20,"RE","Este es un seguimiento de su solicitud anterior n.° #742 \Duda para el cumplimiento d...\\n\nEstimados miembros del Escuadrón de datos abiertos\n\nEsperando se encuentren bien, por este medio quería plantearles una duda que tenemos en la Secretaría de Turismo respecto al cumplimiento de la publicación del Plan de Apertura de Datos.\n\nHablé con el Director de Análisis de Datos Abiertos, Lic. Carlos Castro, y me comento que efectivamente la publicación del Plan de Apertura se realiza mediante el sistema ADELA en donde confirmamos las fechas de publicación de los datos que enviamos mediante el Inventario Institucional (paso anterior de la guía de implementación), especificamos una descripción de los datos y la periodicidad con la que se actualizarán.\n\nPara ingresar a ADELA necesitamos una contraseña que muy posiblemente fue enviada a la anterior enlace, la anterior Coordinadora de Asesores de la otrora C. Secretaria de Turismo, Mtra. Claudia Ruiz Massieu, sin embargo con el cambio de Titulares de la SECTUR el nuevo coordinador de Asesores el Lic. Leonardo Erazo. El C. Secretario les ha enviado la nueva designación pero no nos han enviado la contraseña. La anterior coordinadora de asesores ya no tiene acceso a su correo y no tenemos la contraseña de ADELA para cumplir con la publicación del plan de apertura de datos por lo que quería preguntarles si es posible que les envíe el oficio de la nueva designación para agilizar la entrega de la contraseña de ADELA y cumplir con la publicación del plan de apertura. Si me pueden enviar los datos para poder acceder a ADELA al correo jhernandezl@sectur.gob.mx<mailto","adela"
"453607747","Secretaría de Turismo","742","closed","1276114697",2015-09-23,"Duda para el cumplimiento del plan de apertura de datos abiertos","Estimados miembros del Escuadrón de datos abiertos\n\nEsperando se encuentren bien, por este medio quería plantearles una duda que tenemos en la Secretaría de Turismo respecto al cumplimiento de la publicación del Plan de Apertura de Datos.\n\nHablé con el Director de Análisis de Datos Abiertos, Lic. Carlos Castro, y me comento que efectivamente la publicación del Plan de Apertura se realiza mediante el sistema ADELA en donde confirmamos las fechas de publicación de los datos que enviamos mediante el Inventario Institucional (paso anterior de la guía de implementación), especificamos una descripción de los datos y la periodicidad con la que se actualizarán.\n\nPara ingresar a ADELA necesitamos una contraseña que muy posiblemente fue enviada a la anterior enlace, la anterior Coordinadora de Asesores de la otrora C. Secretaria de Turismo, Mtra. Claudia Ruiz Massieu, sin embargo con el cambio de Titulares de la SECTUR el nuevo coordinador de Asesores el Lic. Leonardo Erazo. El C. Secretario estaría enviando hoy la nueva designación. La anterior coordinadora de asesores ya no tiene acceso a su correo y no tenemos la contraseña de ADELA para cumplir esta semana con la publicación del plan de apertura de datos por lo que quería preguntarles si es posible que en lo que llega el oficio de la nueva designación se los podemos enviar firmado y escaneado a este correo para agilizar la entrega de la contraseña de ADELA y cumplir en tiempo y forma con la publicación del plan de apertura.\n\nEspero atentamente su amable respuesta y les agradezco su atención.\n\nQuedo a sus órdenes por cualquier aclaración que necesiten al respecto.\n[firmaElectronica_JoseOHernandezL_Asesor],","administrador_de_datos"
"453607747","Secretaría de Turismo","402","closed","1276114637",2015-08-29,"Inventario Datos Abiertos SECTUR","Estimados\n\nPor medio del presente, les envío de manera adjunta, el Inventario Institucional de Datos de la Secretaría de Turismo.\n\n\nAtentamente\n\n[firmaElectronica_Mario_FerezBitar_DirGralTecInforyComunic_01],","economía"
"453607747","Secretaría de Turismo","47","closed","1196693707",2015-08-11,"Base de Accidentes","Buenas tardes Lic. Dioniso\n\nCon relación a la Base de Accidentes de enero a junio 2015, le comento que procesamos y normalizamos el archivo, únicamente se requiere su intervención para la publicación este recurso de datos particular.\n\nSi tuvieran alguna duda para la elaboración del Inventario de Datos a presentar antes del 28 de agosto de este mes, así como en el proceso de publicación en datos.gob.mx, estamos a sus órdenes.\n\nSaludos cordiales,,","null"
"453607747","Secretaría de Turismo","1708","closed","3374498327",2015-12-10,"","Escuadrón\n\nLo que estoy solicitando es si hay algún video de canal de datos abiertos en YOUTUBE explicando los pasos\n\nPASO 2.3\nDocumentar los conjuntos de datos de acuerdo al estándar DCAT\n\nPASO 2.4\nPublicar el Catálogo de Datos Abiertos en datos.gob.mx\n\nYa que solo está el video de los puntos 2.1 y 2.2\n\nGracias\n\n\n\nLic. Juan Armando Yepez Avila\nDirector de Tecnologías de la Información y Comunicación\nTel. (55)300 26 300   ext. 1087\n\n\n[cid","comunicación"
"453607747","Secretaría de Turismo","1119","closed","1276114697",2015-10-21,"Problemas con el sistema ADELA","Estimados miembros del escuadrón de datos abiertos\n\nEsperando se encuentres muy bien, solicitamos su apoyo para saber por qué  el inventario de datos que hemos cargado al sistema ADELA lee incorrectamente que no contiene ningún dato público.\n\nLes envío nuestro inventario dado que hemos hecho varios intentos y es muy probable que el último archivo que hemos subido no contiene la información validada.\n\nQuedo atentos a su respuesta y les agradezco muchísimo su atención.\n\n[cid","adela"
"453607747","Secretaría de Turismo","1704","closed","1276114697",2015-12-10,"Duda en la difusión de los descriptores (metadatos)","Estimados miembros del escuadrón de datos\n\nSolicito de favor su apoyo para saber de qué forma puedo subir al sistema ADELA o a datos.gob.mx los metadatos (descriptores) de los conjuntos de datos de la SECTUR, es decir, el archivo CSV  con la documentación de todos los conjuntos de datos a publicar. Gracias.\n\n[cid","closed_by_merge"
"453607747","Secretaría de Turismo","1721","closed","3374498327",2015-12-11,"Registros duplicados.","Escuadrón de datos\n\nTengo la siguiente incidencia\n\nEn el inventario de datos de ADELA  anexo inventario general en Excel se contabilizan 30  Conjuntos de Datos ( figura)\n\n[cid","adela"
"453607747","Secretaría de Turismo","1680","closed","3374498327",2015-12-08,"Alta de usuario Portal ADELA Secretaría de Turismo","A quien corresponda","adela"
"453877297","","172","closed","1252458257",2015-08-26,"Dudas Inventario de Datos Abiertos","A quien corresponda","support_remote"
"453898787","Registro Agrario Nacional","435","closed","1248277458",2015-09-01,"RAN - Inventario General de Datos Abiertos - Minuta de Trabajo","Buenas tardes.\n\nPor este conducto y en complemento a la información correspondiente  al Inventario General de Datos Abiertos del Registro Agrario Nacional enviado con anterioridad me permito proporcionar a usted, la Minuta de Trabajo donde  los integrantes del Comité de Datos Abiertos sesionaron para acordar el conjunto de datos que en su momento se generará y publicará, sobre las distintas unidades administrativas responsables de generar y/o administrar datos.\n\nSin más por el momento, reciba un cordial saludo.\n\nIng. Oswaldo Osuna Millán\nSubDirector de Sistemas de Información Geoespacial\nDI/DGOS\n\n[Diapositiva16.PNG]\nAv. 20 de noviembre 195, Col. Centro\nPiso 6 Del. Cuauhtemoc.\nTel.","inventario"
"453898787","Registro Agrario Nacional","1653","closed","1267184888",2015-12-07,"Problemas en sus Recursos de Datos","Estimado Administrador de Datos\n\nEn un intento por mejorar el servicio de Datos Abiertos, perfeccionar los Recursos de Datos que las Dependencias de la Administración Pública publican, y asegurar su accesibilidad y permanencia, esta Dirección General ha realizado un ejercicio de prueba -con la intención de hacerlo permanente- para comprobar el funcionamiento de la descarga de los recursos de datos. Durante dicha prueba, detectamos posibles problemas con los siguientes recursos de datos bajo su responsabilidad","ambiente"
"453898787","Registro Agrario Nacional","553","closed","1248277458",2015-09-14,"Guía de Implementación de Datos Abiertos","Buenos días\n\nPara solicitar información sobre el evento de capacitación que se hace referencia  en el mensaje adjunto.\n\nEl 14 de septiembre a las ___ hrs, en datos.gob.mx/guia, llevaremos a cabo un webinar para la capacitación sobre los siguientes pasos de la Guía y el uso de ADELA.\n\n\nGracias. Saludos!\n\nIng. Oswaldo Osuna Millán\nSubDirector de Sistemas de Información Geoespacial\nDI/DGOS\n\n[Diapositiva16.PNG]\nAv. 20 de noviembre 195, Col. Centro\nPiso 6 Del. Cuauhtemoc.\nTel.","ambiente"
"453898787","Registro Agrario Nacional","1496","closed","1248277458",2015-11-20,"Archivo de Publicación del Inventario","Buenas tardes.\n\nCon anterioridad el Registro Agrario Nacional participó en la prueba piloto de Datos Abierto y en diversas ocasiones se actualizó el inventario a través de la carga de un archivo con formato CSV en el módulo Adela, el cual contenía de una plantilla con el conjunto de datos abiertos y sus diversos recursos.\n\nAnte lo expuesto se solicita su apreciable apoyo para informar si es posible realizar el mismo proceso, ya que se pretende actualizar el inventario de los conjuntos de datos del RAN, así como incorporar otros de acuerdo al Plan de Apertura Institucional.\n\nAgradezco su atención al respecto.\n\nSaludos!\n\nIng. Oswaldo Osuna Millán\nSubDirector de Sistemas de Información Geoespacial\nDI/DGOS\n\n[Diapositiva16.PNG]\nAv. 20 de noviembre 195, Col. Centro\nPiso 6 Del. Cuauhtemoc.\nTel.","adela"
"453898787","Registro Agrario Nacional","146","closed","1248277458",2015-08-24,"RAN Inventario General de Datos","Buenos días.\n\nPara dar cumplimiento a la segunda fase de Planeación del Decreto de Datos Abiertos agradeceré su atención al presente, para que se nos informe cual es la vía y responsable de recolectar esta información, para formalizar la entrega del Inventario General de Datos correspondiente a esta Institución.\n\nSin más por el momento, quedo a sus órdenes.\n\nSaludos cordiales.\n\nIng. Oswaldo Osuna Millán\nSubDirector de Sistemas de Información GeoEspacial\nDI/DGOS\n\n[Diapositiva16.PNG]\nAv. 20 de noviembre 195, Col. Centro\nPiso 6 Del. Cuauhtemoc.\nTel.","support_remote"
"453898787","Registro Agrario Nacional","1469","closed","1248277458",2015-11-13,"Consulta Periodicidad Conjunto de Datos Abiertos","Buenas tardes.\n\nPara consultar y recibir instrucciones acerca de las gestiones necesarias para modificar la periodicidad de publicación de un conjunto de datos de una unidad administrativa del Registro Agrario Nacional la duda se refiere si es necesario notificarles por algún conducto, ya que inicialmente se reportó mensual y analizando los procesos de generación,  se decide modificarla a semestral para no incurrir en publicar la misma información por el mismo periodo.\n\nAgradezco su atención al respecto.\n\nSaludos cordiales.\n\nIng. Oswaldo Osuna Millán\nSubDirector de Sistemas de Información Geoespacial\nDI/DGOS\n\n[Diapositiva16.PNG]\nAv. 20 de noviembre 195, Col. Centro\nPiso 6 Del. Cuauhtemoc.\nTel.","ambiente"
"453898787","Registro Agrario Nacional","1294","closed","1248277458",2015-10-27,"Comentarios que sugieren atención a un Recurso de Datos","Estimado Administrador de Datos\n\nHemos recibido comentarios que sugieren atención al recurso de datos que le remito en la siguiente liga","ambiente"
"453898787","Registro Agrario Nacional","793","closed","1248277458",2015-09-24,"Registro Agrario Nacional - Plan de Apertura","Buenas tardes.\n\nPor medio del presente se informa sobre la carga del Inventario General de Datos Abiertos del Registro Agrario Nacional mediante la plataforma Adela, así como la minuta de sesión de trabajo correspondiente. Asimismo se procedió a documentar y priorizar los conjuntos de datos y que a su vez generó el Plan de Apertura Institucional, para dar cumplimiento al Paso 1.3 de la Guía del Decreto de Datos Abiertos.\n\nAnexo al presente se remite el archivo generado por la propia Plataforma Adela, así como el archivo que contiene la plantilla publicada en datos.gob.mx del Plan de Apertura Institucional llenada manualmente, de acuerdo al ejercicio de priorización por las distintas Unidades Administrativas del RAN, mismo que avaló el Organo Interno de Control en sesión de trabajo.\n\nSin más por el momento, reciban un cordial saludo!\n\nIng. Oswaldo Osuna Millán\nSubDirector de Sistemas de Información Geoespacial\nDI/DGOS\n\n[Diapositiva16.PNG]\nAv. 20 de noviembre 195, Col. Centro\nPiso 6 Del. Cuauhtemoc.\nTel.","ambiente"
"453898787","Registro Agrario Nacional","1608","closed","1248277458",2015-12-02,"RAN  - Inconsistencia en el Catálogo de Datos","Atención Yosu Ferre\n\nBuenas tardes.\n\nEn seguimiento a la publicación del conjunto de datos abiertos del RAN se listan las inconsistencias encontradas.\n\nCONJUNTO DE DATOS\n\nINCONCISTENCIA\n\nZona de Asentamiento Humano\n\nEliminar recurso","ambiente"
"453898787","Registro Agrario Nacional","253","closed","1248277458",2015-08-27,"RAN - Entrega del Inventario General de Datos Abiertos","Escuadrón de Datos Abiertos.\n\nBuenas tardes.\n\nPor este conducto se hace entrega del archivo correspondiente al  Inventario General de Datos Abiertos concentrado de las Unidades Administrativas responsables de generar y/o administrar datos de esta Institución del Registro Agrario Nacional, dando así cumplimiento al Paso 1.2 de la fase de Planeación del Decreto de Datos Abiertos.\n\nSin más por el momento quedo a sus órdenes.\n\nSaludos cordiales!\n\nIng. Oswaldo Osuna Millán\nSubDirector de Sistemas de Información Geoespacial\nDI/DGOS\n\n[Diapositiva16.PNG]\nAv. 20 de noviembre 195, Col. Centro\nPiso 6 Del. Cuauhtemoc.\nTel.","inventario"
"453898787","Registro Agrario Nacional","1437","closed","1485967078",2015-11-10,"Comentarios que sugieren atención a un Recurso de Datos","Estimado Administrador de Datos\n\nHemos recibido comentarios que sugieren atención al recurso de datos que le remito en la siguiente liga","administrador_de_datos"
"453898787","Registro Agrario Nacional","627","closed","1248277458",2015-09-17,"Plan de Apertura","Buenas tardes;\n\nSe solicita información para dar cumplimiento al Plan de Apertura sobre el Decreto de Datos Abiertos en relación al archivo a requisitar correspondiente al paso 1.3 de la Guía.\n\nPregunta. En dicho archivo deberá contener la totalidad del conjunto de datos que se reportó en el inventario general de manera priorizado, o solo con los conjuntos de datos priorizados a publicar de manera inmediata.\n\nAgradezco de antemano su atención.\n\nSaludos!\n\n\n\nIng. Oswaldo Osuna Millán\nSubDirector de Sistemas de Información Geoespacial\nDI/DGOS\n\n[Diapositiva16.PNG]\nAv. 20 de noviembre 195, Col. Centro\nPiso 6 Del. Cuauhtemoc.\nTel.","geografía"
"453898787","Registro Agrario Nacional","1122","closed","1248277458",2015-10-21,"Registro Agrario Nacional - Mantenimiento al Inventario de Datos Abiertos","Buenos días\n\nComo es de conocimiento, el Registro Agrario Nacional participó en la prueba piloto de Datos Abiertos, por lo que en su momento se publicaron algunos conjuntos de datos por parte del área de Informática.\n\nDerivado del Decreto de Datos Abiertos y a la Guía de Implementación, estos conjuntos de datos son generados y administrados por una Unidad Administrativa a la que se le brindó apoyo dentro de esta Institución, por lo que de acuerdo al Inventario General de Datos Abiertos, necesitamos eliminar los conjuntos que actualmente están publicados y que en su momento se volverán a publicar de acuerdo al Plan de Apertura Institucional y con los recursos que la propia Unidad Administrativa considera ser los adecuados.\n\nSolicitamos su apoyo para realizar las acciones correspondientes.\n\nAgradeciendo de antemano su apoyo, quedo a sus órdenes.\n\nSaludos cordiales.\n\nIng. Oswaldo Osuna Millán\nSubDirector de Sistemas de Información Geoespacial\nDI/DGOS\n\n[Diapositiva16.PNG]\nAv. 20 de noviembre 195, Col. Centro\nPiso 6 Del. Cuauhtemoc.\nTel.","ambiente"
"453898787","Registro Agrario Nacional","771","closed","1248277458",2015-09-24,"RAN - Usuario y contraseña para Adela","Buenos días.\n\nCon la finalidad de dar cumplimiento al Decreto de Datos Abiertos al Paso 1.3 de la Guía particularmente al envío del Plan de Apertura y en lo sucesivo, por medio del presente me permito informarles, que con anterioridad se contaba con el  usuario “oosuna@ran.gob.mx” a nombre de su servidor, para el envío de información relativa a Datos Abiertos mediante la plataforma Adela, como parte de la fase de pilotaje de esta Institución del Registro Agrario Nacional.\n\nActualmente se pretende utilizar este mismo usuario para el envío de dicha información, pero la plataforma Adela lo desconoce, por lo que solicito atentamente su colaboración para solventar esta situación.\n\nCabe mencionar que como parte de la Primera Fase del Decreto de Datos Abiertos, se designaron al Ing. José Manuel Herrera Preciado como Administrador de Datos y a la Lic. . Dana Zizlili Quintero Martínez como Enlace Institucional, por lo que probablemente se actualizaron las cuentas de acceso para esta Institución.\n\nAsimismo se informa que en el oficio de designación del Administrador de Datos Abiertos, existe un error de redacción correspondiente al correo electrónico, ya que la cuenta se presentó como jpreciado@ran.gob.mx<mailto","administrador"
"453898787","Registro Agrario Nacional","1535","closed","1248277458",2015-11-25,"RAN Inventario de Datos","Este es un seguimiento de su solicitud anterior n.° #1496 \Archivo de Publicación del ...\\n\nAtención","adela"
"454043257","Comisión para la Regularización de la Tenencia de la Tierra","1128","closed","1254630298",2015-10-21,"Asesoría","Buenas tardes","adela"
"454043257","Comisión para la Regularización de la Tenencia de la Tierra","1723","closed","1254630298",2015-12-11,"CUESTIONARIO OECD","La entrega del cuestionario de OECD tiene fecha de vencimiento?, ya que en la CORETT  se está consensando con las áreas, para mejor integración de las respuestas.\n\nSaludos\nJuana Martínez García\n50809640,","ambiente"
"454043257","Comisión para la Regularización de la Tenencia de la Tierra","671","closed","1644039997",2015-09-21,"contraseña ADELA","Buenos días","ambiente"
"454043257","Comisión para la Regularización de la Tenencia de la Tierra","667","closed","1254630298",2015-09-21,"contraseña  ADELA","Buenos días","administrador"
"454043257","Comisión para la Regularización de la Tenencia de la Tierra","1460","closed","1254630298",2015-11-12,"LOGOTIPO CORETT","Buenas tardes","ambiente"
"454043257","Comisión para la Regularización de la Tenencia de la Tierra","1722","closed","1254630298",2015-12-11,"Questionario OECD","Respecto a la pregunta","ambiente"
"454043257","Comisión para la Regularización de la Tenencia de la Tierra","1399","closed","1254630298",2015-11-05,"RV","Buenas Tardes","adela"
"454043257","Comisión para la Regularización de la Tenencia de la Tierra","1247","closed","1254630298",2015-10-26,"RE","Este es un seguimiento de su solicitud anterior n.° #1128 \Asesoría\\n\nBuen día","adela"
"454043257","Comisión para la Regularización de la Tenencia de la Tierra","1462","closed","1254630298",2015-11-12,"Logotipo","Estimada Juana Martinez\n\nMe complace informarle que ya fue cambiado el logotipo. \n\nSaludos cordiales,","ambiente"
"454043257","Comisión para la Regularización de la Tenencia de la Tierra","157","closed","1249948087",2015-08-25,"ASESORIA","BUEN DIA\n\n\n\nPOR ESTE  MEDIO LE SOLICITO ME INDIQUE DE QUE MANERA PUEDO COMUNICARME CON USTEDES PARA QUE NOS IMPARTAN ASESORÍA DEL LLENADO DE LA INFORMACIÓN QUE NOS  SOLICITAN, ESTO EN VIRTUD DE QUE EN EL EJEMPLO QUE SE ENCUENTRA EN EL MANUAL DE USUARIO QUE NOS ENVIARON  SE HABLA DE VIVIENDAS Y A LO QUE A NOSOTROS COMPETE ES EN EL TEMA DE ADQUISICIONES CORRESPONDERÍAN","null"
"454052118","Procuraduría Agraria","1591","closed","1219090198",2015-12-01,"RV","Se confirma recepción una duda la capacitación es el viernes 4 de diciembre o el sabado 5 de diciembre.\n\nGracias.\n\nAtentamente\n\n[cid","cumplimiento"
